file_type,file_path,preview_detected,status,screenshot
PNG,D:\test_automation_ui\test_automation_ui\IT23177246\IT23177246_sample.png,True,PASS,D:\test_automation_ui\test_automation_ui\IT23177246\IT23177246_results\preview_pass.png
